Index,Comentario,Fecha;;;;,clasificacion,valoracion
264,"Impresionantes los parques, el entorno, las actividades... Xel-ha me enamoro y cuando vuelva a Mexico volvere a repetir, Xcaret te encandila con sus rios subterraneos y ese espectaculo precioso!! Y que decir de Xichen.. maravilla del mundo.",1 de julio de 2023;;;;,"general, naturaleza/atracciones, show, no clasificable",Positivo
265,Inolvidable,1 de julio de 2023;;;;,<general>,Positivo
266,"Todo, realmente es increible! En atencion superan a Disney de lejos! Realmente se fijan en TODOS los detalles!",30 de junio de 2023;;;;,"<general>, <trato personal>","Positivo, Positivo"
267,Xcaret... Para siempre repetir!!!,30 de junio de 2023;;;;,<general>,Positivo
268,"Es nuestra segunda vez en Xcaret, despues de 5 anos ha sido maravilloso volver a este pedacito de paraiso en la tierra mejicana.  Nuestra experiencia fue muy diferente porque esta vez hicimos el rio nadando (hace 5 anos mi hija solo tenia 5 anos y mi madre mayor no podian asi que lo hicimos en barca).  Eso fue lo mas emocionante para mi hija, lo disfruto al maximo. Ademas hicimos las actividades que la vez pasada no alcanzamos",30 de junio de 2023;;;;,"general, naturaleza/atracciones",Positivo
269,Experiencia inolvidable!!,30 de junio de 2023;;;;,<general>,Positivo
270,"Muy bien organizados, tal como aparece en la descripcion del paquete asi fue.El transporte muy bueno, la atencion del personal, excelente,os precios muy accesibles",28 de junio de 2023;;;;,"general, trato personal, transporte a hoteles, precio","Positivo, Positivo, Positivo, Positivo"
271,Espectacular,27 de junio de 2023;;;;,<general>,Positivo
272,"Parque maravilloso, todas las actividades a realizar muy buenas y bien organizadas!!!!!! Todo muy limpio y el personal muy dispuesto a ayudar siempre !!!!",27 de junio de 2023;;;;,"general, naturaleza/atracciones, trato personal","Positivo, Positivo, Positivo"
273,Parque XCARET,27 de junio de 2023;;;;,<no clasificable>,<neutro>
274,"Es un parque grande y cuenta con diferentes actividades. Sin embargo, es costoso para un solo dia. Deberian dejar ese precio para terminar de recorrer el parque en dos momentos( dos dias)",26 de junio de 2023;;;;,"<general>, <precio>","Positivo, Negativo"
275,ESPECTACULAR,26 de junio de 2023;;;;,<general>,Positivo
276,"Una experiencia de 10. Volveremos sin duda.  Fue inolvidable ver todos los animales que hay, especialmente muy emotivo y emocionante nadar con delfines y ver al puma y al jaguar, hermosos. ",23 de junio de 2023;;;;,"general, animales","Positivo, Positivo"
277,"Hermoso, divertido y gigante",22 de junio de 2023;;;;,<general>,Positivo
278,"Hermoso parque , te hace recapitular las maravillas que ofrece medico en todos sus ecosistemas haciendo que en cada momento quedes con la boca abierta. Los asistente siempre amables para poder guiarte, ya que el parque es gigantesco y lo mas recomendable es tomar dos dias para poderlo recorrer con calma",22 de junio de 2023;;;;,"general, naturaleza/atracciones, trato personal","Positivo, Positivo, Positivo"
279,Excelentes  recuerdos,22 de junio de 2023;;;;,<general>,Positivo
280,"Excelente todo! Muy buen lugar, el show es impresionante! Tratemos de hacer todo el circuito falto poco por ver. Hermoso",22 de junio de 2023;;;;,"general, show, naturaleza/atracciones","Positivo, Positivo, Positivo"
281,Xcaret,20 de junio de 2023;;;;,<no clasificable>,<neutro>
282,"Maravilloso parque, el recorrido por uno de los rios subterraneo, de ensueno, el servicio de fotografias, esplendido. El show nocturno... sin palabras. Los servicios dentro del parque, estupendos.Solo senalar que nos falto tiempo, por lo que volveremos.",20 de junio de 2023;;;;,"general, naturaleza/atracciones, show, trato personal",Positivo
283,Excelente,20 de junio de 2023;;;;,<general>,Positivo
284,La comida pero me encantaria que se pudiera entrar 2 veces por lo menos a los restaurantes ya que con que 1 vez no fue suficiente,19 de junio de 2023;;;;,"buffet, no clasificable",Neutro
285,Increible,17 de junio de 2023;;;;,<general>,Positivo
286,"Las actividades que vivimos, el parque es tan grande que me falto recorrerlo un poco mas, no obstante una experiencia maravillosa",15 de junio de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
287,Lugar espectacular,15 de junio de 2023;;;;,<general>,Positivo
288,"Definitivamente una visita obligada...lugar espectacular y el espectaculo al final del dia, inolvidable.Lo unico malo es que el dia que fuimos, cerraron 2 hrs antes por un evento privado lo cual nos quito tiempo para poder aprovechar el lugar. Creo que si seria importante mencionar eso al momento se hacer la reserva, asi uno lo sabe de antemano y escoge otro dia lara visitarlo.",13 de junio de 2023;;;;,"general, show, no clasificable","Positivo, Positivo, Negativo"
289,"Parque bien, pero mucho a mejorar",11 de junio de 2023;;;;,"<general>, <no clasificable>",Neutro
290,El parque esta muy bien cuidado y conservado. Pero eso no quita que tenga aspectos a mejorar,10 de junio de 2023;;;;,"<general>, <naturaleza/atracciones>","Positivo, Neutro"
291,Experiencia fantastica,8 de junio de 2023;;;;,<general>,Positivo
292,"Hola viajeros, es mi primera opinion acerca de un viaje, y en verdad quiero felicitar a xcaret por hacer de mis vacaciones maravillosas!Visite su parque, y les juro que no sabia como empezar y es una belleza.Me encanto el chow, el cementerio y quiero agregar una felicitacion especial a estos 3 jovenes buzos de la actividad de seatrek, jeron, Andrey y renata.Se pasaron en verdad con ayudarme hacer actividad, mi primera vez haciendo algo asi de maravilloso.Mi felicitacion a todo sus chicos de informacion y seguridad.Desde Chile!Felicitaciones",7 de junio de 2023;;;;,"general, show, trato personal, naturaleza/atracciones","Positivo, Positivo, Positivo, Positivo"
293,Hermosa experiencia,7 de junio de 2023;;;;,<general>,Positivo
294,Hermosa experiencia - snorkel inmejorable - buena comida - buena sombra en zona de playa - un dia muy agradable en familiaNo me gusto el espectaculo nocturno,7 de junio de 2023;;;;,"general, naturaleza/atracciones, buffet, show","Positivo, Positivo, Positivo, Negativo"
295,Visita a xcaret,6 de junio de 2023;;;;,<no clasificable>,Neutro
296,"Visitamos el parque el dia 01-junio-2023, es nuestra primera ocasion en este parque y quiero expresar mi asombro por lo bien que han hecho con la naturaleza y todos los ejemplares.Para complementar nuestro dia hicimos la actividad seatrek Mar abierto y en verdad ha sido una maravilla, fue una gran experiencia.Nos encanto el como nos recibieron, fueron muy amables y el staff de informacion maravilloso. Jerom, y el equipo bigotes Tomas y Khali, hasta el miedo se nos quito.En la actividad nuestros buzos Georgia y adan atentos y siempre al pendiente de nosotros.Que hasta la mantaraya nos paso por la cabeza.Al final de la actividad, quedamos muy contentos por que a pesar de que sabiamos que tenian mas personas, tuvieron el tiempo suficiente para darnos recomendaciones de comer, atractivos y forma de llegar.Sigan asi, aplauso y reconocimiento a todos.El show del final, increible.La musicaLos coloresEl finalUna belleza",6 de junio de 2023;;;;,"naturaleza/atracciones, animales, trato personal, show","Positivo, Positivo, Positivo, Positivo"
297,Gran experiencia,6 de junio de 2023;;;;,<general>,Positivo
298,"Nuestra visita en Xcaret estuvo increible, todo fue muy limpio, ordenado y muy bueno.Hicimos todo lo que nos dio tiempo y reservamos la actividad de Seatrek en la zona de caleta, y quiero decir que es una experiencia inolvidable.Desde que llegamos la recepcion de Rodolfo fue muy amena y en la zona de instrucciones con khalid fue muy divertida.Quiero felicitarlos por que mi esposa no queria hacerla, y se tomaron el tiempo para volver a explicarnos y hacerla reir para que se le pasara el miedo.Nos ayudaron con los buzos para que la ayudaran, y el buzo Jesus estuvo con ella, ayudandola.Gracias por tomarse el tiempo, gracias por no solo hacer su trabajo y generar este bonito recuerdo.Volveremos!Y esperamos verlos pronto",6 de junio de 2023;;;;,"general, trato personal, naturaleza/atracciones",Positivo
299,Inolvidable experiencia,6 de junio de 2023;;;;,<general>,Positivo
300,"Parque maravilloso, me encanto. Una combinacion de paisajes, agua, aventura, cultura, animales.. todo bien pensado para los visitantes. Personal muy amable.",6 de junio de 2023;;;;,"general, naturaleza/atracciones, animales, trato personal",Positivo
301,Excelente lugar para disenar en familia,5 de junio de 2023;;;;,<general>,Positivo
302,"Excelente lugar para pasarla bien y despejarte, el contacto con la naturaleza es increible. Comi en restaurante 2 playas y Roberto Duenas tuvo una excelente actitud y servicio, vengo de un lugar que se distingue por su buen servicio y Roberto no me hizo extranarlo. Muy amable el personal en general",5 de junio de 2023;;;;,"general, naturaleza/atracciones, trato personal","Positivo, Positivo, Positivo"
303,Xcaret excelente plan familiar vacacional,2 de junio de 2023;;;;,<general>,Positivo
304,"Cada parque es mas espectacular que el anterior. Cada uno con una tematica diferente, con actividades para la familia. Siempre hay algo que hacer en estos parques, falta tiempo para disfrutar tantas atracciones de cada parque. Todos los Parque tienen zonas de actividades acusticas, hay que llevar puesto traje de bano, y llevar ropa de cambio y protector solar biodegradable. Y buena camara fotografica con bateria; hay un monton de lugares donde tomar buenas fotos",2 de junio de 2023;;;,"<general>, <naturaleza/atracciones>",Positivo
305,"Mi esposa y yo quedamos encantados, nos gustaria visitar todos los parques de Xcaret, esperemos volver pronto  y vivirlo",2 de junio de 2023;;;;,<general>,Positivo
306,"Muy buenas vistas, volveria a visitarlos, nadar en los rios subterraneos, nadar entre peces, ver los delfines y las vistas espectacurales.",1 de junio de 2023;;;;,"general, naturaleza/atracciones, animales",Positivo
307,Excelente Experiencia,1 de junio de 2023;;;;,<general>,Positivo
308,"Siempre es bueno volver, es como si fuera la primera vez es un lugar magico y muy relajante se disfruta cada actividad.",31 de mayo de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
309,Los animales me dieron pena,30 de mayo de 2023;;;;,animales,Negativo
310,"El lugar es hermoso , todo lo que involucra naturaleza fue maravilloso , Hasta que a medida que ibamos pasando por los diferentes lugares .. me preguntaba como hacen para que las aves esten siempre en su lugar de exhibicion , claramente no es por su voluntad ... vi animales deprimidos ... habia uno que no recuerdo su nombre parecido a un toro que tenia lagrimas y estaba en un espacio muy reducido para su tamano ...El show de la noche es espectacular y como decia la ambientacion , el nado por ese rio subterraneo , fue lo mejor ... solo la situacion con los animales me dejo pensativa y con una sensacion de pena  por asistir a una especie de zoologico en el que pense los animales estaban con mas libertad .POR FAVOR al menos preocuparse de el tamano del lugar en en que exhiben a los animales , nadie estaria feliz solo , encerrado y mucho menos en un espacio pequeno ...En cuanto a las aves ...ojala tengan un momento de descanso al terminar el dia ",30 de mayo de 2023;;;;,"general, naturaleza/atracciones, animales, show","Positivo, Positivo, Negativo, Positivo"
311,Mala,30 de mayo de 2023;;;;,<no clasificable>,Negativo
312,"Pesimo! La entrada es sobre valorada para lo que ofrecen! Usd 160 (plus) por persona incluyendo almuerzo buffet y la atraccion de nado en un rio.Por toda atraccion se debia cancelar minimo Usd 100, por lo cual si no vas a cancelar esas atracciones en medio dia haces el recorrido de el parque.Nos sentimos estafados! Pesimo.No vayan por favor!",30 de mayo de 2023;;;;,"precio, no clasificable",Negativo
313,Experiencia desagradable y cara,30 de mayo de 2023;;;;,"general, precio",Negativo
314,"Una experieriencia bastante desagradable que duro todo un dia de infierno! No esta pensado para ninos de 2 anos y todo muy Caro, la entrada no incluia mucha cosa",30 de mayo de 2023;;;;,"general, precio, no clasificable","Negativo, Negativo, Negativo"
315,Mas que inpresionadatodo muy bonito,29 de mayo de 2023;;;;,<general>,Positivo
316,"Este parque es realmente maravilloso la playa, los rios subterraneos, el acuario y el show realmente todo bellisimo. Quedo maravillada. ",29 de mayo de 2023;;;;,"general, naturaleza/atracciones, show",Positivo
317,Hermoso,29 de mayo de 2023;;;;,<general>,Positivo
318,El show nocturno muy emotivo. Divertido .Todo el parque hermoso.La comida genial .La amabilidad de los funcionarios.La organizacion y logistica 100 puntos,29 de mayo de 2023;;;;,"general, show, buffet, trato personal","Positivo, Positivo, Positivo, Positivo"
319,Perfecta experiencia,28 de mayo de 2023;;;;,<general>,Positivo
320,Super recomendable el espectaculo nocturno y la cena!!Tambien recomiendo la actividad del sea trek con rayas.,27 de mayo de 2023;;;;,"show, buffet, naturaleza/atracciones","Positivo, Positivo, Positivo"
321,Increible experiencia,27 de mayo de 2023;;;;,<general>,Positivo
322,"Excelente experiencia, super recomendado, esperamos volver, el show nocturno bellisimo, disfrutamos el dia completamente!",26 de mayo de 2023;;;;,"general, show","positivo, positivo"
